ego prestige,ego citations,relational prestige,relational citations,avg review score
500,0,"[500, 14, 1]","[0, 119, 55]",0.4
1,55,"[500, 14, 500]","[0, 119, 0]",0.4
4,11274,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[3413, 25, 17328, 12, 14, 15, 17328, 31, 39932, 29, 1036, 655, 1, 67856, 1672]",0.6185185185185186
4,14,"[4, 4, 4, 301, 4]","[11274, 30, 39932, 514, 1672]",0.6361111111111111
4,39932,"[4, 201, 4, 4, 4, 4, 4, 4, 301, 4, 301, 4, 73, 4, 4, 4, 6, 4, 500, 4, 101, 4, False, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 151]","[3413, 382, 8, 14, 15, 17328, 1036, 655, 514, 661, 12631, 2756, 5707, 11274, 1368, 920, 13502, 15179, 0, 31, 1457, 25, 0, 17, 30, 1, 67856, 1672, 17328, 12, 5879, 29, 205, 3547, 1]",0.6288888888888888
401,3,[401],[548],0.6000000000000001
401,548,[401],[3],0.6000000000000001
101,60,"[301, 17, 15, 500]","[92, 468, 423, 0]",0.7
301,92,"[101, 17, 15, 500]","[60, 468, 423, 0]",0.7
500,0,"[101, 17, 301, 15]","[60, 468, 92, 423]",0.7
17,468,"[61, 99, 99, 15, 101, 500, 99, 301]","[141, 240, 3, 423, 60, 0, 266, 92]",0.6133333333333333
15,423,"[61, 101, 17, 500, 99, 301]","[79, 60, 468, 0, 3, 92]",0.5761904761904763
99,101,"[99, 500, 500]","[995, 0, 0]",0.2
500,0,"[99, 500, 99]","[995, 0, 101]",0.2
99,137,[99],[465],0.9
99,465,[99],[137],0.9
61,11,"[61, 61, 99, 61, 500]","[634, 2, 1, 105, 0]",0.6000000000000001
500,0,"[61, 61, 99, 61, 61]","[634, 2, 1, 11, 105]",0.6000000000000001
61,634,"[61, 99, 61, 61, 500]","[2, 1, 11, 105, 0]",0.6000000000000001
61,105,"[61, 61, 99, 61, 500]","[634, 2, 1, 11, 0]",0.6000000000000001
151,1,"[4, 4, 101, 500]","[39932, 8, 1457, 0]",0.7
4,8,"[4, 101, 500, 151]","[39932, 1457, 0, 1]",0.7
500,0,"[4, 4, 101, 151]","[39932, 8, 1457, 1]",0.7
101,1457,"[4, 4, 500, 151]","[39932, 8, 0, 1]",0.7
99,0,[99],[205],0.9
99,205,"[99, 99]","[0, 4]",0.7000000000000001
4,366,[4],[9920],0.8
4,9920,"[61, 99, 101, 12, 101, 99, 50, 4, 53, 4, 500, 16, 99, 27, 151, 99, 4, 4, 10, 99, 201, 10, 8, 10, 4, 61, 99, 64, 56]","[146, 1697, 888, 9896, 2152, 6708, 1050, 1594, 60, 242, 0, 4008, 1072, 14891, 180, 163, 366, 266, 894, 10919, 667, 75, 1141, 10194, 9629, 3257, 1531, 4116, 5667]",0.7137037037037036
34,196,[],[],0.8
99,0,"[99, 99]","[15, 23]",0.2
99,23,"[99, 99]","[0, 15]",0.2
99,15,"[99, 99]","[0, 23]",0.2
99,19,"[99, 99, 25, 500, 5, 99, 5, 151, 151, 99]","[99, 537, 19770, 0, 48334, 96, 48334, 136, 20176, 95]",0.591111111111111
151,136,"[99, 500, 99, 99, 5, 151, 90, 90, 401, 99]","[39, 0, 19, 96, 48334, 20176, 2466, 309, 3361, 8]",0.6714285714285714
151,20176,"[500, 99, 99, 5, 151]","[0, 19, 96, 48334, 136]",0.7
500,0,"[99, 99, 5, 151, 151]","[19, 96, 48334, 136, 20176]",0.7
5,48334,"[99, 99, 99, 101, 500, 99, 500, 99, 5, 201, 99, 5, 151, 93, 151, 500, 101, 99]","[133, 547, 325, 2014, 0, 19, 0, 96, 815, 32, 244, 34, 136, 213, 20176, 0, 178, 8783]",0.5212121212121212
99,96,"[500, 99, 5, 151, 151]","[0, 19, 48334, 136, 20176]",0.7
500,0,[],[],0.4666666666666666
99,2,[],[],0.0
99,295,"[99, 99, 402, 500, 99]","[93, 29, 472, 0, 35]",0.6
500,0,"[99, 99, 402, 99, 99]","[93, 29, 472, 295, 35]",0.6
402,472,"[99, 99, 500, 99, 99]","[93, 29, 0, 295, 35]",0.6
99,29,"[99, 402, 500, 99, 99]","[93, 472, 0, 295, 35]",0.6
99,93,"[99, 402, 500, 99, 99]","[29, 472, 0, 295, 35]",0.6
99,35,"[99, 99, 402, 99, 500]","[93, 29, 472, 295, 0]",0.6
201,23,"[201, 201]","[7865, 6]",0.5333333333333333
201,6,"[201, 201]","[7865, 23]",0.5333333333333333
201,7865,"[201, 201]","[6, 23]",0.5333333333333333
99,426,"[99, 99]","[110, 1449]",0.5
99,110,"[99, 99]","[1449, 426]",0.5
99,1449,"[99, 99]","[110, 426]",0.5
99,1,"[99, 99, 99, 99]","[15, 103, 7, 248]",0.7
99,7,"[99, 99, 99, 99]","[15, 1, 103, 248]",0.7
99,103,"[99, 99, 99, 99]","[15, 1, 7, 248]",0.7
99,248,"[99, 99, 99, 99]","[15, 103, 1, 7]",0.7
99,15,"[99, 99, 99, 99]","[103, 1, 7, 248]",0.7
99,4,"[99, 201, 401]","[51, 931, 247]",0.7
99,51,"[201, 99, 401]","[931, 4, 247]",0.7
201,931,"[99, 401, 99]","[51, 247, 4]",0.7
401,247,"[99, 201, 99]","[51, 931, 4]",0.7
99,1,"[101, 99, 99, 99]","[109, 3, 57, 1]",0.8
99,1,"[99, 99, 101, 99]","[1, 3, 109, 57]",0.8
99,57,"[99, 99, 99, 101, 99, 99]","[3, 1, 1, 109, 803, 43]",0.6444444444444444
101,109,"[99, 99, 99, 99]","[1, 3, 57, 1]",0.8
99,3,"[99, 101, 99, 99]","[1, 109, 57, 1]",0.8
61,40,"[4, 4]","[3413, 46]",0.8
4,46,"[4, 61]","[3413, 40]",0.8
52,6,"[93, 99]","[155, 49]",0.5
99,49,"[93, 52]","[155, 6]",0.5
93,155,"[52, 99]","[6, 49]",0.5
101,700,"[401, 99, 99]","[3058, 804, 1]",0.7
99,1,"[401, 99, 101]","[3058, 804, 700]",0.7
401,3058,"[99, 99, 101]","[1, 804, 700]",0.7
99,804,"[401, 99, 101]","[3058, 1, 700]",0.7
99,5,"[99, 101, 99, 99, 101]","[5, 30, 14, 0, 173]",0.6
99,0,"[99, 101, 99, 99, 101]","[5, 30, 5, 14, 173]",0.6
101,173,"[99, 101, 99, 99, 99]","[5, 30, 5, 14, 0]",0.6
99,5,"[101, 201, 99, 99, 201, 101, 99, 201, 99, 201, 99, 101]","[30, 8, 5, 14, 136, 23, 1, 163, 108, 1102, 0, 173]",0.55
99,14,"[99, 101, 201, 99, 101, 201, 99, 201, 99, 201, 99, 101]","[5, 30, 8, 5, 23, 136, 1, 163, 108, 1102, 0, 173]",0.55
101,30,"[99, 99, 99, 99, 101]","[5, 5, 14, 0, 173]",0.6
4,30,"[4, 4, 4, 4, 151, 301, 4, 4]","[8201, 3413, 14, 39932, 1904, 514, 8, 1672]",0.6296296296296297
301,514,"[4, 4, 4, 4]","[39932, 30, 14, 1672]",0.6666666666666666
4,1672,"[4, False, 4, 4, 4, 4, 4, 301, 301]","[3413, 0, 11274, 14, 30, 39932, 205, 514, 12631]",0.5925925925925927
99,4,"[99, 99, 500]","[1, 1487, 0]",0.4666666666666666
99,1,"[500, 99, 99]","[0, 1487, 4]",0.4666666666666666
500,0,"[99, 99, 99]","[1, 1487, 4]",0.4666666666666666
99,1487,"[99, 500, 99]","[1, 0, 4]",0.4666666666666666
2,544,"[61, 61, 61, 301, 54, 500, 301, 101]","[2264, 285, 366, 544, 4846, 0, 874, 1096]",0.5333333333333333
101,1096,"[61, 61, 2, 61, 301, 54, 500, 301]","[2264, 285, 544, 366, 544, 4846, 0, 874]",0.5333333333333333
61,285,"[61, 2, 61, 301, 54, 500, 301, 101]","[2264, 544, 366, 544, 4846, 0, 874, 1096]",0.5333333333333333
301,544,"[61, 61, 2, 61, 54, 500, 301, 101]","[2264, 285, 544, 366, 4846, 0, 874, 1096]",0.5333333333333333
54,4846,"[61, 61, 2, 61, 301, 500, 301, 101]","[2264, 285, 544, 366, 544, 0, 874, 1096]",0.5333333333333333
61,366,"[61, 61, 2, 301, 54, 500, 301, 101]","[2264, 285, 544, 544, 4846, 0, 874, 1096]",0.5333333333333333
500,0,"[61, 61, 2, 61, 301, 54, 301, 101]","[2264, 285, 544, 366, 544, 4846, 874, 1096]",0.5333333333333333
61,2264,"[61, 61, 61, 61, 61, 2, 61, 61, 301, 54, 500, 61, 301, 101]","[1146, 61, 170, 1146, 285, 544, 366, 10841, 544, 4846, 0, 219, 874, 1096]",0.5377777777777778
301,874,"[61, 61, 2, 61, 301, 54, 500, 101]","[2264, 285, 544, 366, 544, 4846, 0, 1096]",0.5333333333333333
99,69,"[99, 99, 500, 500]","[47, 1, 0, 0]",0.8
99,1,"[500, 99, 99, 500]","[0, 69, 47, 0]",0.8
500,0,"[99, 99, 99, 500]","[1, 69, 47, 0]",0.8
99,47,"[99, 99, 500, 500]","[1, 69, 0, 0]",0.8
500,0,"[99, 99, 99, 500]","[47, 1, 69, 0]",0.8
500,0,"[99, 99, 99]","[2880, 305, 85]",0.6
99,85,"[99, 500, 99]","[2880, 0, 305]",0.6
99,2880,"[99, 500, 99]","[305, 0, 85]",0.6
99,305,"[99, 500, 99]","[2880, 0, 85]",0.6
10,0,"[10, 10]","[11860, 60298]",0.4
10,60298,"[10, 10, 10, 10]","[5, 11860, 1737, 0]",0.43333333333333335
10,11860,"[10, 10, 10]","[3992, 0, 60298]",0.5444444444444445
101,6,"[101, 101]","[46, 1652]",0.6
101,46,"[101, 101]","[6, 1652]",0.6
101,1652,"[101, 101]","[6, 46]",0.6
500,0,"[201, 201, 201]","[1994, 69, 11]",0.6000000000000001
201,11,"[201, 201, 500]","[1994, 69, 0]",0.6000000000000001
201,1994,"[201, 500, 201, 10, 201, 201, 201, 201]","[69, 0, 11, 3416, 5810, 1952, 2, 2893]",0.4864197530864198
201,69,"[201, 500, 201]","[1994, 0, 11]",0.6000000000000001
14,328,"[99, 99]","[0, 2868]",0.6
99,2868,"[99, 14]","[0, 328]",0.6
99,0,"[14, 99]","[328, 2868]",0.6
99,0,"[99, 201, 99]","[2, 708, 835]",0.0
99,2,"[201, 99, 99]","[708, 0, 835]",0.0
99,835,"[99, 201, 99]","[2, 708, 0]",0.0
201,708,"[99, 99, 99]","[2, 0, 835]",0.0
99,0,"[99, 500, 99, 500, 99, 151, 99, 500, 99]","[161, 0, 0, 0, 0, 461, 169, 0, 0]",0.5714285714285714
99,0,"[99, 12, 500, 99, 500, 99, 99, 151, 99, 500, 99, 500]","[161, 4172, 0, 0, 0, 0, 0, 461, 50, 0, 169, 0]",0.4266666666666666
99,0,"[99, 99, 99, 99]","[161, 0, 0, 0]",0.6
99,161,"[99, 99, 99, 99]","[0, 0, 0, 0]",0.6
99,0,"[99, 500, 500, 99, 99, 151, 99, 500, 99]","[161, 0, 0, 0, 0, 461, 169, 0, 0]",0.5714285714285714
12,4172,"[500, 99, 99]","[0, 0, 50]",0.3
500,0,"[12, 99, 99]","[4172, 0, 50]",0.3
99,50,"[500, 12, 99]","[0, 4172, 0]",0.3
99,110,[500],[0],0.4
500,0,[99],[110],0.4
500,0,"[500, 99, 151, 99, 99, 500, 99]","[0, 0, 461, 169, 0, 0, 0]",0.5333333333333333
500,0,"[500, 99, 500, 151, 99, 99, 99]","[0, 0, 0, 461, 169, 0, 0]",0.5333333333333333
151,461,"[500, 99, 500, 99, 99, 500, 99]","[0, 0, 0, 0, 169, 0, 0]",0.5333333333333333
500,0,"[99, 500, 151, 99, 99, 500, 99]","[0, 0, 461, 169, 0, 0, 0]",0.5333333333333333
99,169,"[500, 99, 500, 151, 99, 500, 99]","[0, 0, 0, 461, 0, 0, 0]",0.5333333333333333
201,136,"[99, 201, 101, 99, 99, 201, 99, 201]","[5, 8, 23, 14, 1, 163, 108, 1102]",0.5333333333333333
99,1,"[99, 201, 101, 201, 99, 201, 99, 201]","[5, 8, 23, 136, 14, 163, 108, 1102]",0.5333333333333333
201,8,"[99, 101, 201, 99, 99, 201, 99, 201]","[5, 23, 136, 14, 1, 163, 108, 1102]",0.5333333333333333
201,163,"[99, 201, 101, 201, 99, 99, 99, 201]","[5, 8, 23, 136, 14, 1, 108, 1102]",0.5333333333333333
201,1102,"[99, 201, 101, 201, 99, 99, 201, 99]","[5, 8, 23, 136, 14, 1, 163, 108]",0.5333333333333333
101,23,"[99, 201, 99, 201, 99, 201, 99, 201]","[5, 8, 14, 136, 1, 163, 108, 1102]",0.5333333333333333
99,108,"[99, 201, 101, 201, 99, 99, 201, 201]","[5, 8, 23, 136, 14, 1, 163, 1102]",0.5333333333333333
99,81,"[99, 90]","[75, 1082]",0.8666666666666667
99,75,"[90, 99]","[1082, 81]",0.8666666666666667
90,1082,"[99, 99]","[75, 81]",0.8666666666666667
55,43,"[55, 99, 66, 99, 55, 55]","[11812, 72, 1080, 104, 245, 2600]",0.4000000000000001
55,245,"[55, 55, 99, 66, 99, 55]","[11812, 43, 72, 1080, 104, 2600]",0.4000000000000001
99,72,"[55, 55, 66, 99, 55, 55]","[11812, 43, 1080, 104, 245, 2600]",0.4000000000000001
66,1080,"[55, 55, 99, 99, 55, 55]","[11812, 43, 72, 104, 245, 2600]",0.4000000000000001
99,104,"[55, 55, 99, 66, 55, 55, 55]","[11812, 43, 72, 1080, 131, 245, 2600]",0.42857142857142855
55,2600,"[35, 55, 55, 55, 99, 99, 66, 55, 99, 99, 55, 55, 55]","[2904, 11812, 43, 3987, 77, 72, 1080, 131, 658, 104, 245, 35, 11812]",0.44705882352941173
55,11812,"[55, 55, 99, 66, 55, 90, 55, 99, 55, 55, 55, 90]","[230, 43, 72, 1080, 131, 113, 4764, 104, 393, 245, 2600, 15964]",0.4235294117647059
201,39600,"[151, 101, 99, 99, 201, 301, 99]","[2813, 7021, 2, 246, 343, 4762, 71]",0.6666666666666669
101,7021,"[151, 92, 11, 99, 99, 201, 301, 99, 201]","[2813, 17, 2624, 2, 246, 343, 4762, 71, 39600]",0.7066666666666669
99,2,"[151, 101, 99, 201, 301, 99, 201]","[2813, 7021, 246, 343, 4762, 71, 39600]",0.6666666666666669
99,246,"[151, 101, 99, 201, 301, 99, 201]","[2813, 7021, 2, 343, 4762, 71, 39600]",0.6666666666666669
99,71,"[151, 92, 11, 101, 99, 99, 201, 301, 201]","[2813, 17, 2624, 7021, 2, 246, 343, 4762, 39600]",0.7066666666666669
201,343,"[151, 101, 99, 99, 301, 99, 201]","[2813, 7021, 2, 246, 4762, 71, 39600]",0.6666666666666669
151,2813,"[101, 99, 99, 201, 301, 99, 201]","[7021, 2, 246, 343, 4762, 71, 39600]",0.6666666666666669
301,4762,"[151, 11, 101, 99, 99, 201, 92, 99, 201]","[2813, 2624, 7021, 2, 246, 343, 17, 71, 39600]",0.7066666666666669
201,13,"[101, 101, 101, 99, 500]","[1359, 2262, 653, 748, 0]",0.46666666666666673
500,0,"[101, 101, 201, 101, 99]","[1359, 2262, 13, 653, 748]",0.46666666666666673
101,653,"[101, 101, 201, 99, 500]","[1359, 2262, 13, 748, 0]",0.46666666666666673
99,748,"[101, 101, 201, 101, 500]","[1359, 2262, 13, 653, 0]",0.46666666666666673
101,2262,"[101, 201, 101, 99, 500]","[1359, 13, 653, 748, 0]",0.46666666666666673
101,1359,"[101, 201, 101, 99, 500]","[2262, 13, 653, 748, 0]",0.46666666666666673
99,54,"[64, 99, 99, 5, 101, 64, 99, 99, 301, False, 101, 55]","[90250, 225, 65, 31, 454, 270, 11, 679, 1677, 0, 77767, 206]",0.6133333333333333
64,270,"[64, 5, 101, 99, 99, 99, 101, 55]","[90250, 31, 454, 54, 11, 679, 77767, 206]",0.6
99,11,"[64, 5, 101, 64, 99, 99, 101, 55]","[90250, 31, 454, 270, 54, 679, 77767, 206]",0.6
5,31,"[64, 101, 64, 99, 99, 5, 99, 500, 101, 55]","[90250, 454, 270, 54, 11, 6828, 679, 0, 77767, 206]",0.5614814814814814
55,206,"[64, 5, 101, 64, 99, 99, 99, 101]","[90250, 31, 454, 270, 54, 11, 679, 77767]",0.6
101,454,"[64, 5, 64, 99, 99, 99, 99, 99, 101, 55]","[90250, 31, 270, 3, 54, 11, 105, 679, 77767, 206]",0.554074074074074
99,679,"[64, 101, 5, 101, 64, 99, 99, 99, 99, 101, 99, 99, 101, 101, 101, 55, 99]","[90250, 1129, 31, 454, 270, 3, 54, 11, 105, 450, 4, 0, 6554, 23, 77767, 206, 0]",0.5728395061728395
64,90250,"[5, 101, 64, 99, 99, 99, 101, 55]","[31, 454, 270, 54, 11, 679, 77767, 206]",0.6
101,22271,[101],[15901],0.6666666666666665
101,15901,"[6, 99, 401, 2, 99, 99, 101, 2, 99, 101, 99]","[74, 88, 18623, 645, 60, 2, 781, 645, 92, 22271, 153]",0.6111111111111112
101,0,"[101, 101, 101]","[5956, 3, 1749]",0.6666666666666666
101,3,"[101, 101, 101]","[5956, 0, 1749]",0.6666666666666666
101,1749,"[101, 101, 101]","[5956, 3, 0]",0.6666666666666666
101,5956,"[12, 101, 101, 101, 101, 49, 101, 101, 101, 12, 101, 151, 99, 201, 401, 99, 301, 101, 101, 16, 151, 101, 101, 101, 101, 101, 101, 101]","[1665, 86, 0, 286, 2, 982, 86, 286, 5047, 9037, 1749, 3143, 54, 26, 15897, 4, 39358, 3, 92, 11684, 24, 213, 69, 14, 2, 92, 91, 7999]",0.6549382716049382
99,5,"[10, 99, 99, 52, 55]","[7604, 563, 563, 92, 4764]",0.6
99,563,"[55, 10, 52, 99]","[4764, 7604, 92, 5]",0.5333333333333333
52,92,"[10, 99, 99, 55, 99]","[7604, 563, 563, 4764, 5]",0.6
10,7604,"[99, 99, 52, 55, 99]","[563, 563, 92, 4764, 5]",0.6
55,4764,"[10, 55, 99, 55, 99, 52, 90, 55, 99, 90]","[7604, 11812, 563, 230, 563, 92, 113, 393, 5, 15964]",0.5666666666666667
101,3,"[101, 401, 401, 99, 99]","[403, 162, 1273, 414, 3233]",0.4000000000000001
401,1273,"[101, 401, 99, 99, 101]","[403, 162, 414, 3233, 3]",0.4000000000000001
99,414,"[101, 401, 401, 99, 101]","[403, 162, 1273, 3233, 3]",0.4000000000000001
101,403,"[500, 500, 401, 401, 101, 101, 99, 101, 99, 101, 99, 101, 99, 99]","[0, 0, 162, 1273, 82, 991, 414, 13970, 73, 4034, 3233, 3, 2722, 1]",0.56
99,3233,"[101, 401, 401, 99, 101]","[403, 162, 1273, 414, 3]",0.4000000000000001
401,162,"[101, 401, 99, 99, 101]","[403, 1273, 414, 3233, 3]",0.4000000000000001
52,164,"[52, 16]","[448, 13642]",0.26666666666666666
52,448,"[52, 16]","[164, 13642]",0.26666666666666666
16,13642,"[16, 99, 52, 52, 16, 151, 52, 52]","[358, 929, 164, 448, 12509, 161, 8, 47]",0.376954732510288
99,0,[401],[38569],0.19999999999999998
401,38569,[99],[0],0.19999999999999998
500,0,"[101, 99, 99, 201, 99]","[5488, 110, 2247, 2285, 198]",0.6666666666666665
99,2247,"[101, 99, 500, 201, 99]","[5488, 110, 0, 2285, 198]",0.6666666666666665
99,110,"[101, 500, 99, 201, 99]","[5488, 0, 2247, 2285, 198]",0.6666666666666665
99,198,"[101, 99, 99, 500, 500, 99, 201, 52]","[5488, 110, 355, 0, 0, 2247, 2285, 158]",0.6285714285714284
101,5488,"[99, 500, 99, 201, 99]","[110, 0, 2247, 2285, 198]",0.6666666666666665
201,2285,"[101, 99, 500, 99, 99]","[5488, 110, 0, 2247, 198]",0.6666666666666665
99,2,"[56, 99, 500, 99]","[5685, 491, 0, 2722]",0.5333333333333333
500,0,"[99, 56, 99, 99]","[491, 5685, 2722, 2]",0.5333333333333333
99,491,"[500, 151, 99, 56, 99, 56, 99, 99]","[0, 66, 2722, 25158, 3, 5685, 2722, 2]",0.6444444444444445
56,5685,"[500, 151, 56, 99, 99, 99, 99, 99]","[0, 66, 25158, 3, 491, 2722, 2722, 2]",0.6444444444444445
99,2722,"[56, 99, 500, 99]","[5685, 491, 0, 2]",0.5333333333333333
10,119,"[10, 10, 55, 10, 5, 10, 10]","[172, 2008, 157, 2273, 19558, 24, 13296]",0.6666666666666669
55,157,"[10, 10, 10, 5, 10, 10, 10]","[172, 2008, 2273, 19558, 24, 13296, 119]",0.6666666666666669
10,24,"[10, 10, 55, 10, 5, 10, 10]","[172, 2008, 157, 2273, 19558, 13296, 119]",0.6666666666666669
10,2273,"[10, 10, 55, 5, 10, 10, 10]","[172, 2008, 157, 19558, 24, 13296, 119]",0.6666666666666669
10,172,"[10, 55, 10, 5, 10, 10, 10]","[2008, 157, 2273, 19558, 24, 13296, 119]",0.6666666666666669
10,13296,"[10, 10, 55, 10, 5, 10, 10]","[172, 2008, 157, 2273, 19558, 24, 119]",0.6666666666666669
5,19558,"[10, 10, 55, 10, 10, 10, 10]","[172, 2008, 157, 2273, 24, 13296, 119]",0.6666666666666669
10,2008,"[10, 55, 10, 5, 10, 10, 10]","[172, 157, 2273, 19558, 24, 13296, 119]",0.6666666666666669
99,354,"[77, 99, 201, 52, 55, 402, 201, 10, 10, 201, 201, 99, 77, 201, 99, 99, 99, 10, 201, 201, 99, 201, 201, 49, 99, 10, 500, 10, 10, 99, 55, 10, 99, 99, 10, 55]","[2667, 2, 227, 4422, 789, 184, 99, 1117, 350, 376, 114, 8, 963, 106, 22, 70, 104, 6441, 105, 741, 20, 6426, 942, 9754, 145, 166, 0, 1267, 11196, 1, 24407, 1267, 44, 57, 22446, 60]",0.775
99,104,"[77, 52, 55, 99, 101, 10, 77, 99, 99, 201, False, 201, 49, 500, 99, 99, 55, 10, 99, 99, 55]","[2667, 4422, 789, 405, 567, 1117, 963, 1318, 70, 741, 0, 942, 9754, 0, 145, 1, 24407, 1267, 354, 577, 60]",0.7043478260869567
99,1,"[77, 52, 77, 55, 99, 201, False, 401, 99, 55, 402, 10, 99, 99, 99, 55, 99, 99]","[2667, 4422, 963, 789, 20, 942, 0, 6404, 22, 24407, 184, 1267, 354, 57, 145, 31, 70, 104]",0.7294117647058824
99,145,"[77, 99, 52, 77, 55, 99, 201, 55, 402, 10, 99, 2, 55, 55, 99, 99]","[2667, 1, 4422, 963, 789, 20, 942, 24407, 184, 1267, 354, 8, 16817, 31, 70, 104]",0.7428571428571429
10,1267,"[77, 99, 52, 77, 55, 201, 55, 99, 99, 99, 99]","[2667, 1, 4422, 963, 789, 942, 24407, 354, 145, 70, 104]",0.7333333333333334
77,963,"[77, 99, 52, 55, 201, 55, 10, 99, 99, 99, 99]","[2667, 1, 4422, 789, 942, 24407, 1267, 354, 145, 70, 104]",0.7333333333333334
77,2667,"[99, 52, 77, 55, 201, 55, 10, 99, 99, 99, 99]","[1, 4422, 963, 789, 942, 24407, 1267, 354, 145, 70, 104]",0.7333333333333334
99,70,"[77, 52, 55, 201, 402, 55, 55, 55, 77, 31, 101, 2, 99, 55, 99, 5, 99, 201, False, 18, 5, 55, 99, 99, 5, 55, 99, 5, 55, 10, 99, 5, 99]","[2667, 4422, 789, 963, 184, 16817, 31, 58, 963, 1321, 867, 8, 104, 16817, 2, 22573, 20, 942, 0, 8546, 3732, 14728, 24, 145, 6, 3235, 1, 671, 24407, 1267, 354, 1889, 145]",0.7444444444444445
201,942,"[77, 99, 52, 77, 55, 55, 10, 99, 99, 99, 99]","[2667, 1, 4422, 963, 789, 24407, 1267, 354, 145, 70, 104]",0.7333333333333334
55,789,"[99, 77, 55, 55, 201, 52, 55, 201, 55, 55, 402, 201, 10, 55, 55, 55, 10, 55, 55, 201, 55, 55, 201, 99, 77, 201, 99, 55, 2, 99, 99, 10, 55, 201, 55, 201, 99, 201, 201, 49, 55, 55, 99, 10, 55, 500, 10, 99, 99, 55, 10, 99, 99, 99, 10, 99, 99, 55]","[1, 2667, 46, 4, 227, 4422, 679, 963, 169, 251, 184, 99, 1117, 16817, 251, 31, 350, 60, 212, 376, 58, 16817, 114, 8, 963, 106, 22, 3867, 8, 70, 104, 6441, 223, 105, 16817, 741, 20, 6426, 942, 9754, 14728, 1712, 145, 166, 212, 0, 11196, 1, 290, 24407, 1267, 354, 44, 57, 22446, 0, 0, 774]",0.7621621621621623
52,4422,"[77, 201, 55, 201, 10, 402, 201, 10, 55, 99, 55, 101, 16, 201, 10, 55, 201, 99, 77, 201, 201, 101, 31, 99, 2, 99, 99, 10, 55, 201, 99, 5, 201, 99, 500, 201, 201, False, 49, 18, 5, 55, 500, 99, 99, 10, 5, 500, 55, 10, 99, 5, 55, 401, 55, 10, 99, 99, 99, 201, 5, 10, 55]","[2667, 227, 789, 963, 53579, 184, 99, 1117, 16817, 145, 31, 5958, 8804, 376, 350, 58, 114, 8, 963, 225, 106, 867, 1321, 22, 8, 70, 104, 6441, 16817, 105, 2, 22573, 741, 20, 0, 6426, 942, 0, 9754, 8546, 3732, 14728, 0, 24, 145, 166, 6, 0, 3235, 11196, 1, 671, 1250, 6404, 24407, 1267, 354, 44, 57, 4112, 1889, 22446, 60]",0.7362683438155135
55,24407,"[99, 77, 55, 55, 201, 52, 55, 55, 201, 55, 55, 10, 402, 99, 101, 201, 10, 55, 55, 55, 10, 16, 55, 201, 99, 55, 55, 201, 99, 77, 201, 201, 101, 31, 99, 55, 99, 2, 99, 99, 55, 10, 55, 201, 99, 5, 55, 201, 99, False, 201, 201, False, 49, 18, 5, 55, 99, 55, 500, 99, 10, 5, 55, 500, 55, 10, 99, 5, 99, 10, 99, 99, 99, 201, 99, 10, 5, 99, 99, 55]","[1, 2667, 46, 4, 227, 4422, 679, 789, 963, 169, 251, 53579, 184, 405, 567, 99, 1117, 16817, 251, 31, 350, 8804, 212, 376, 145, 58, 16817, 114, 8, 963, 225, 106, 867, 1321, 22, 3867, 1318, 8, 70, 104, 774, 6441, 223, 105, 2, 22573, 16817, 741, 20, 0, 6426, 942, 0, 9754, 8546, 3732, 14728, 24, 1712, 0, 145, 166, 6, 212, 0, 3235, 11196, 1, 671, 290, 1267, 354, 44, 57, 4112, 577, 22446, 1889, 0, 0, 60]",0.7354838709677416
151,66,"[56, 99, 99, 56, 99]","[25158, 3, 491, 5685, 2722]",0.7333333333333333
99,3,"[151, 56, 99, 56, 99]","[66, 25158, 491, 5685, 2722]",0.7333333333333333
56,25158,"[151, 99, 99, 56, 99]","[66, 3, 491, 5685, 2722]",0.7333333333333333
99,2722,"[101, 151, 99, 56, 99, 99, 56, 99]","[403, 66, 73, 25158, 3, 491, 5685, 1]",0.7333333333333334
500,0,"[101, 101, 101]","[403, 991, 13970]",0.7
101,13970,"[101, 500, 101]","[403, 0, 991]",0.7
101,991,"[101, 500, 101]","[403, 0, 13970]",0.7
99,44,"[201, 52, 55, 201, 10, 10, 201, 16, 201, 99, 201, 201, 10, 201, 201, False, 10, 500, 10, 55, 99, 201, 10]","[227, 4422, 789, 99, 1117, 350, 376, 8804, 114, 8, 106, 225, 6441, 105, 6426, 0, 166, 0, 11196, 24407, 354, 4112, 22446]",0.7428571428571428
201,225,"[52, False, 55, 99, 201, 10, 16]","[4422, 0, 24407, 44, 4112, 1117, 8804]",0.7333333333333333
10,1117,"[99, 55, 55, 201, 52, 55, 99, 101, 201, 55, 10, 16, 55, 55, 201, 55, 201, 99, 201, 201, 99, 99, 10, 201, False, 201, False, 55, 500, 10, 500, 10, 55, 99, 99, 99, 201, 99, 10, 55]","[1, 46, 4, 227, 4422, 789, 405, 567, 99, 251, 350, 8804, 212, 60, 376, 16817, 114, 8, 106, 225, 1318, 104, 6441, 105, 0, 6426, 0, 1712, 0, 166, 0, 11196, 24407, 44, 354, 57, 4112, 577, 22446, 774]",0.6880000000000002
